INFO  | 06/29/2022 06:23:35 AM | File run_exp.py           | Line 26    | Writing log file to /home/alex/Projects/GRAN_social/exp/GRAN/FACEBOOK_LARGE/log_exp_19311.txt
INFO  | 06/29/2022 06:25:19 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20014 iteration 00000210 = 0.1366312950849533
INFO  | 06/29/2022 06:25:24 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20015 iteration 00000225 = 0.08656396716833115
INFO  | 06/29/2022 06:25:30 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20015 iteration 00000240 = 0.11157073825597763
INFO  | 06/29/2022 06:25:35 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20016 iteration 00000255 = 0.06013137847185135
INFO  | 06/29/2022 06:25:40 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20017 iteration 00000270 = 0.09982132911682129
INFO  | 06/29/2022 06:25:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20018 iteration 00000285 = 0.11822312325239182
INFO  | 06/29/2022 06:25:50 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20019 iteration 00000300 = 0.10142511129379272
INFO  | 06/29/2022 06:25:55 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20020 iteration 00000315 = 0.0713868960738182
INFO  | 06/29/2022 06:26:01 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20021 iteration 00000330 = 0.12308043241500854
INFO  | 06/29/2022 06:26:07 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20022 iteration 00000345 = 0.10120772570371628
INFO  | 06/29/2022 06:26:12 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20023 iteration 00000360 = 0.08892747014760971
INFO  | 06/29/2022 06:26:18 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20024 iteration 00000375 = 0.11612280458211899
INFO  | 06/29/2022 06:26:23 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20025 iteration 00000390 = 0.046458423137664795
INFO  | 06/29/2022 06:26:29 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20026 iteration 00000405 = 0.05330273136496544
INFO  | 06/29/2022 06:26:34 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20027 iteration 00000420 = 0.135171040892601
INFO  | 06/29/2022 06:26:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20028 iteration 00000435 = 0.06960117071866989
INFO  | 06/29/2022 06:26:46 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20029 iteration 00000450 = 0.1043093129992485
INFO  | 06/29/2022 06:26:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20030 iteration 00000465 = 0.07842317968606949
INFO  | 06/29/2022 06:26:55 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20030 iteration 00000480 = 0.08052501827478409
INFO  | 06/29/2022 06:26:59 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20031 iteration 00000495 = 0.12938785552978516
INFO  | 06/29/2022 06:27:04 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20032 iteration 00000510 = 0.14400984346866608
INFO  | 06/29/2022 06:27:08 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20033 iteration 00000525 = 0.158705934882164
INFO  | 06/29/2022 06:27:13 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20034 iteration 00000540 = 0.11258820444345474
INFO  | 06/29/2022 06:27:18 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20035 iteration 00000555 = 0.06319796293973923
INFO  | 06/29/2022 06:27:22 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20036 iteration 00000570 = 0.12023618072271347
INFO  | 06/29/2022 06:27:26 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20037 iteration 00000585 = 0.08621670305728912
INFO  | 06/29/2022 06:27:31 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20038 iteration 00000600 = 0.11781959980726242
INFO  | 06/29/2022 06:27:35 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20039 iteration 00000615 = 0.10614023357629776
INFO  | 06/29/2022 06:27:40 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20040 iteration 00000630 = 0.13294947147369385
INFO  | 06/29/2022 06:27:44 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20041 iteration 00000645 = 0.06605851650238037
INFO  | 06/29/2022 06:27:48 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20042 iteration 00000660 = 0.10510209947824478
INFO  | 06/29/2022 06:27:53 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20043 iteration 00000675 = 0.11006426811218262
INFO  | 06/29/2022 06:27:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20044 iteration 00000690 = 0.10885316133499146
INFO  | 06/29/2022 06:28:02 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20045 iteration 00000705 = 0.1344376802444458
INFO  | 06/29/2022 06:28:06 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20045 iteration 00000720 = 0.08528141677379608
INFO  | 06/29/2022 06:28:11 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20046 iteration 00000735 = 0.11879563331604004
INFO  | 06/29/2022 06:28:16 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20047 iteration 00000750 = 0.2063770294189453
INFO  | 06/29/2022 06:28:22 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20048 iteration 00000765 = 0.07293864339590073
INFO  | 06/29/2022 06:28:29 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20049 iteration 00000780 = 0.09871839731931686
INFO  | 06/29/2022 06:28:34 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20050 iteration 00000795 = 0.09281206876039505
INFO  | 06/29/2022 06:28:40 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20051 iteration 00000810 = 0.09711208939552307
INFO  | 06/29/2022 06:28:46 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20052 iteration 00000825 = 0.10962237417697906
INFO  | 06/29/2022 06:28:52 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20053 iteration 00000840 = 0.11684346199035645
INFO  | 06/29/2022 06:28:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20054 iteration 00000855 = 0.12591031193733215
INFO  | 06/29/2022 06:29:03 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20055 iteration 00000870 = 0.11223244667053223
INFO  | 06/29/2022 06:29:10 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20056 iteration 00000885 = 0.059090595692396164
INFO  | 06/29/2022 06:29:15 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20057 iteration 00000900 = 0.07395557314157486
INFO  | 06/29/2022 06:29:21 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20058 iteration 00000915 = 0.10537882149219513
INFO  | 06/29/2022 06:29:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20059 iteration 00000930 = 0.11240196228027344
INFO  | 06/29/2022 06:29:33 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20060 iteration 00000945 = 0.12881796061992645
INFO  | 06/29/2022 06:29:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20060 iteration 00000960 = 0.07634425163269043
INFO  | 06/29/2022 06:29:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20061 iteration 00000975 = 0.09018010646104813
INFO  | 06/29/2022 06:29:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20062 iteration 00000990 = 0.12471368163824081
INFO  | 06/29/2022 06:29:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20063 iteration 00001005 = 0.11652707308530807
INFO  | 06/29/2022 06:30:03 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20064 iteration 00001020 = 0.10438179969787598
INFO  | 06/29/2022 06:30:08 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20065 iteration 00001035 = 0.14724914729595184
INFO  | 06/29/2022 06:30:15 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20066 iteration 00001050 = 0.0718875601887703
INFO  | 06/29/2022 06:30:21 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20067 iteration 00001065 = 0.10193773359060287
INFO  | 06/29/2022 06:30:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20068 iteration 00001080 = 0.14890821278095245
INFO  | 06/29/2022 06:30:34 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20069 iteration 00001095 = 0.04927876219153404
INFO  | 06/29/2022 06:30:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20070 iteration 00001110 = 0.05862335115671158
INFO  | 06/29/2022 06:30:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20071 iteration 00001125 = 0.0939202830195427
INFO  | 06/29/2022 06:30:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20072 iteration 00001140 = 0.08619534224271774
INFO  | 06/29/2022 06:30:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20073 iteration 00001155 = 0.1841374784708023
INFO  | 06/29/2022 06:31:04 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20074 iteration 00001170 = 0.13258178532123566
INFO  | 06/29/2022 06:31:10 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20075 iteration 00001185 = 0.07001552730798721
INFO  | 06/29/2022 06:31:16 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20075 iteration 00001200 = 0.06968166679143906
INFO  | 06/29/2022 06:31:22 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20076 iteration 00001215 = 0.13070206344127655
INFO  | 06/29/2022 06:31:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20077 iteration 00001230 = 0.11982417106628418
INFO  | 06/29/2022 06:31:33 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20078 iteration 00001245 = 0.1729477494955063
INFO  | 06/29/2022 06:31:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20079 iteration 00001260 = 0.06878374516963959
INFO  | 06/29/2022 06:31:46 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20080 iteration 00001275 = 0.10129725933074951
INFO  | 06/29/2022 06:31:52 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20081 iteration 00001290 = 0.15314698219299316
INFO  | 06/29/2022 06:31:58 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20082 iteration 00001305 = 0.10569190233945847
INFO  | 06/29/2022 06:32:04 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20083 iteration 00001320 = 0.10417827218770981
INFO  | 06/29/2022 06:32:10 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20084 iteration 00001335 = 0.13111254572868347
INFO  | 06/29/2022 06:32:17 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20085 iteration 00001350 = 0.06688560545444489
INFO  | 06/29/2022 06:32:23 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20086 iteration 00001365 = 0.06304814666509628
INFO  | 06/29/2022 06:32:29 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20087 iteration 00001380 = 0.0652242973446846
INFO  | 06/29/2022 06:32:36 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20088 iteration 00001395 = 0.1453934609889984
INFO  | 06/29/2022 06:32:42 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20089 iteration 00001410 = 0.13049118220806122
INFO  | 06/29/2022 06:32:48 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20090 iteration 00001425 = 0.1398010551929474
INFO  | 06/29/2022 06:32:54 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20090 iteration 00001440 = 0.15820620954036713
INFO  | 06/29/2022 06:33:00 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20091 iteration 00001455 = 0.12117939442396164
INFO  | 06/29/2022 06:33:07 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20092 iteration 00001470 = 0.08153613656759262
INFO  | 06/29/2022 06:33:13 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20093 iteration 00001485 = 0.10388495773077011
INFO  | 06/29/2022 06:33:20 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20094 iteration 00001500 = 0.06632810086011887
INFO  | 06/29/2022 06:33:26 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20095 iteration 00001515 = 0.06518764793872833
INFO  | 06/29/2022 06:33:32 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20096 iteration 00001530 = 0.14569544792175293
INFO  | 06/29/2022 06:33:38 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20097 iteration 00001545 = 0.08556028455495834
INFO  | 06/29/2022 06:33:44 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20098 iteration 00001560 = 0.11266694217920303
INFO  | 06/29/2022 06:33:50 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20099 iteration 00001575 = 0.06757508963346481
INFO  | 06/29/2022 06:33:55 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20100 iteration 00001590 = 0.15859702229499817
INFO  | 06/29/2022 06:34:01 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20101 iteration 00001605 = 0.07840707898139954
INFO  | 06/29/2022 06:34:07 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20102 iteration 00001620 = 0.16311757266521454
INFO  | 06/29/2022 06:34:13 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20103 iteration 00001635 = 0.05994069203734398
INFO  | 06/29/2022 06:34:19 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20104 iteration 00001650 = 0.074827179312706
INFO  | 06/29/2022 06:34:25 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20105 iteration 00001665 = 0.11938289552927017
INFO  | 06/29/2022 06:34:32 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20105 iteration 00001680 = 0.07194511592388153
INFO  | 06/29/2022 06:34:37 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20106 iteration 00001695 = 0.14821100234985352
INFO  | 06/29/2022 06:34:43 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20107 iteration 00001710 = 0.1030019074678421
INFO  | 06/29/2022 06:34:49 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20108 iteration 00001725 = 0.12534554302692413
INFO  | 06/29/2022 06:34:55 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20109 iteration 00001740 = 0.07305558025836945
INFO  | 06/29/2022 06:35:02 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20110 iteration 00001755 = 0.10514873266220093
INFO  | 06/29/2022 06:35:07 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20111 iteration 00001770 = 0.14206679165363312
INFO  | 06/29/2022 06:35:13 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20112 iteration 00001785 = 0.08208703249692917
INFO  | 06/29/2022 06:35:19 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20113 iteration 00001800 = 0.13978628814220428
INFO  | 06/29/2022 06:35:25 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20114 iteration 00001815 = 0.15152476727962494
INFO  | 06/29/2022 06:35:32 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20115 iteration 00001830 = 0.09723173081874847
INFO  | 06/29/2022 06:35:38 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20116 iteration 00001845 = 0.16183550655841827
INFO  | 06/29/2022 06:35:44 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20117 iteration 00001860 = 0.08447407931089401
INFO  | 06/29/2022 06:35:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20118 iteration 00001875 = 0.1898873895406723
INFO  | 06/29/2022 06:35:56 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20119 iteration 00001890 = 0.08753957599401474
INFO  | 06/29/2022 06:36:02 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20120 iteration 00001905 = 0.11428268998861313
INFO  | 06/29/2022 06:36:08 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20120 iteration 00001920 = 0.09159085154533386
INFO  | 06/29/2022 06:36:14 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20121 iteration 00001935 = 0.06876412779092789
INFO  | 06/29/2022 06:36:20 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20122 iteration 00001950 = 0.16387562453746796
INFO  | 06/29/2022 06:36:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20123 iteration 00001965 = 0.1208563819527626
INFO  | 06/29/2022 06:36:33 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20124 iteration 00001980 = 0.07771875709295273
INFO  | 06/29/2022 06:36:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20125 iteration 00001995 = 0.06937015056610107
INFO  | 06/29/2022 06:36:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20126 iteration 00002010 = 0.08329286426305771
INFO  | 06/29/2022 06:36:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20127 iteration 00002025 = 0.04108903184533119
INFO  | 06/29/2022 06:36:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20128 iteration 00002040 = 0.1093130111694336
INFO  | 06/29/2022 06:37:03 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20129 iteration 00002055 = 0.083066426217556
INFO  | 06/29/2022 06:37:09 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20130 iteration 00002070 = 0.17005936801433563
INFO  | 06/29/2022 06:37:16 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20131 iteration 00002085 = 0.13989980518817902
INFO  | 06/29/2022 06:37:21 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20132 iteration 00002100 = 0.12461724132299423
INFO  | 06/29/2022 06:37:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20133 iteration 00002115 = 0.07794163376092911
INFO  | 06/29/2022 06:37:34 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20134 iteration 00002130 = 0.07994496077299118
INFO  | 06/29/2022 06:37:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20135 iteration 00002145 = 0.0728999599814415
INFO  | 06/29/2022 06:37:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20135 iteration 00002160 = 0.08061911910772324
INFO  | 06/29/2022 06:37:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20136 iteration 00002175 = 0.13297635316848755
INFO  | 06/29/2022 06:37:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20137 iteration 00002190 = 0.12580890953540802
INFO  | 06/29/2022 06:38:04 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20138 iteration 00002205 = 0.05455400422215462
INFO  | 06/29/2022 06:38:10 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20139 iteration 00002220 = 0.09267818927764893
INFO  | 06/29/2022 06:38:16 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20140 iteration 00002235 = 0.1007552519440651
INFO  | 06/29/2022 06:38:22 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20141 iteration 00002250 = 0.08929647505283356
INFO  | 06/29/2022 06:38:28 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20142 iteration 00002265 = 0.14481501281261444
INFO  | 06/29/2022 06:38:35 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20143 iteration 00002280 = 0.10978784412145615
INFO  | 06/29/2022 06:38:41 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20144 iteration 00002295 = 0.12195055931806564
INFO  | 06/29/2022 06:38:47 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20145 iteration 00002310 = 0.10673993825912476
INFO  | 06/29/2022 06:38:54 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20146 iteration 00002325 = 0.08400929719209671
INFO  | 06/29/2022 06:38:59 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20147 iteration 00002340 = 0.1175987720489502
INFO  | 06/29/2022 06:39:06 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20148 iteration 00002355 = 0.09525321424007416
INFO  | 06/29/2022 06:39:12 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20149 iteration 00002370 = 0.12215876579284668
INFO  | 06/29/2022 06:39:18 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20150 iteration 00002385 = 0.08677295595407486
INFO  | 06/29/2022 06:39:24 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20150 iteration 00002400 = 0.10049311071634293
INFO  | 06/29/2022 06:39:31 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20151 iteration 00002415 = 0.09164875745773315
INFO  | 06/29/2022 06:39:37 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20152 iteration 00002430 = 0.12437774986028671
INFO  | 06/29/2022 06:39:44 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20153 iteration 00002445 = 0.05957522615790367
INFO  | 06/29/2022 06:39:50 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20154 iteration 00002460 = 0.09318453073501587
INFO  | 06/29/2022 06:39:57 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20155 iteration 00002475 = 0.055705416947603226
INFO  | 06/29/2022 06:40:03 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20156 iteration 00002490 = 0.06034531816840172
INFO  | 06/29/2022 06:40:09 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20157 iteration 00002505 = 0.12303771823644638
INFO  | 06/29/2022 06:40:15 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20158 iteration 00002520 = 0.09733697026968002
INFO  | 06/29/2022 06:40:21 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20159 iteration 00002535 = 0.13279195129871368
INFO  | 06/29/2022 06:40:27 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20160 iteration 00002550 = 0.09181629121303558
INFO  | 06/29/2022 06:40:33 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20161 iteration 00002565 = 0.10269186645746231
INFO  | 06/29/2022 06:40:39 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20162 iteration 00002580 = 0.10943417996168137
INFO  | 06/29/2022 06:40:45 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20163 iteration 00002595 = 0.10757074505090714
INFO  | 06/29/2022 06:40:51 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20164 iteration 00002610 = 0.08100804686546326
INFO  | 06/29/2022 06:40:58 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20165 iteration 00002625 = 0.06139722093939781
INFO  | 06/29/2022 06:41:03 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20165 iteration 00002640 = 0.16501130163669586
INFO  | 06/29/2022 06:41:10 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20166 iteration 00002655 = 0.05269376188516617
INFO  | 06/29/2022 06:41:16 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20167 iteration 00002670 = 0.0863284319639206
INFO  | 06/29/2022 06:41:22 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20168 iteration 00002685 = 0.10676626116037369
INFO  | 06/29/2022 06:41:28 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20169 iteration 00002700 = 0.17756755650043488
INFO  | 06/29/2022 06:41:34 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20170 iteration 00002715 = 0.10764654725790024
INFO  | 06/29/2022 06:41:40 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20171 iteration 00002730 = 0.05129548907279968
INFO  | 06/29/2022 06:41:46 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20172 iteration 00002745 = 0.048062462359666824
INFO  | 06/29/2022 06:41:52 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20173 iteration 00002760 = 0.18271426856517792
INFO  | 06/29/2022 06:41:59 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20174 iteration 00002775 = 0.12581853568553925
INFO  | 06/29/2022 06:42:05 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20175 iteration 00002790 = 0.08968521654605865
INFO  | 06/29/2022 06:42:11 AM | File gran_runner.py       | Line 290   | NLL Loss @ epoch 20176 iteration 00002805 = 0.06733529269695282
